DateTime,ItemCode,ItemName,CategoryCode,CategoryName,QuantityKg,UnitPrice,WholesalePrice,LossRate,QuantityCluster,Margin,NetMargin,MarginRate,Margin_Loss_Ratio_pct,ClusterLabel,Date
2020-07-01 09:26:04.530,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.003,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-07-01
2020-07-01 14:46:12.469,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.79,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-07-01
2020-07-02 09:42:06.608,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.84,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-07-02
2020-07-02 10:53:48.992,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.777,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-07-02
2020-07-02 12:32:48.311,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.827,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-07-02
2020-07-02 14:29:24.920,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.89,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-07-02
2020-07-02 17:49:59.459,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.815,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-07-02
2020-07-02 19:15:00.685,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.915,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-07-02
2020-07-03 14:16:47.780,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.028,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-07-03
2020-07-03 14:17:14.092,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.94,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-07-03
2020-07-03 16:14:58.358,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.078,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-07-03
2020-07-03 20:03:35.982,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.764,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-07-03
2020-07-04 10:19:58.342,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.865,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-07-04
2020-07-05 12:52:10.170,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.09,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-07-05
2020-07-06 20:37:05.100,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.852,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-07-06
2020-07-07 16:07:26.326,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.772,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-07
2020-07-07 18:23:37.441,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.892,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-07
2020-07-08 10:38:23.655,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.882,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-08
2020-07-08 12:02:53.048,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.022,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-08
2020-07-08 17:21:25.487,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.852,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-08
2020-07-09 09:36:27.701,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.932,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-09
2020-07-09 14:11:11.764,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.802,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-09
2020-07-10 12:50:12.213,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.032,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-10
2020-07-11 14:22:56.765,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.792,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-11
2020-07-12 11:54:30.561,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.062,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-12
2020-07-13 11:38:49.983,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.752,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-13
2020-07-13 13:48:16.873,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.992,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-13
2020-07-13 20:32:42.748,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.902,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-13
2020-07-16 12:17:48.842,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.842,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-16
2020-07-17 13:41:24.092,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.782,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-17
2020-07-19 14:31:53.123,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.742,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-19
2020-07-19 15:58:37.326,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.762,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-19
2020-07-20 14:53:38.936,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.962,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-20
2020-07-21 16:05:20.218,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.313,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-21
2020-07-21 18:33:22.500,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.812,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-21
2020-07-21 20:08:59.956,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.152,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-21
2020-07-22 12:53:07.931,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.822,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-22
2020-07-22 13:59:36.748,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.072,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-22
2020-07-23 16:55:56.662,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.002,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-23
2020-07-25 13:08:17.764,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.832,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-25
2020-07-26 15:05:39.326,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.142,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-07-26
2020-07-27 14:16:37.264,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.743,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-07-27
2020-07-27 20:13:43.967,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.91,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-07-27
2020-07-28 09:33:00.092,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.127,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-07-28
2020-07-29 12:54:29.045,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.818,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-07-29
2020-07-29 19:53:11.905,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.993,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-07-29
2020-07-30 10:06:18.623,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.753,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-07-30
2020-07-30 10:06:48.045,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.519,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-07-30
2020-07-30 10:06:56.311,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.544,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-07-30
2020-07-30 10:07:01.592,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.094,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-07-30
2020-07-30 10:08:38.311,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.968,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-07-30
2020-07-30 11:59:54.139,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.835,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-07-30
2020-07-30 15:38:34.061,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.768,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-07-30
2020-07-31 09:15:35.358,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.76,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-07-31
2020-07-31 18:00:12.913,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.751,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-07-31
2020-08-01 11:25:19.389,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.102,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-08-01
2020-08-01 17:51:42.941,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.877,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-08-01
2020-08-03 12:22:29.069,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.194,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-08-03
2020-08-04 13:56:17.264,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.902,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-08-04
2020-08-04 15:26:04.826,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.793,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-08-04
2020-08-04 20:16:42.342,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.868,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-08-04
2020-08-05 15:03:33.811,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.077,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-08-05
2020-08-07 13:02:55.295,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.985,12.0,6.72,15.25,0,5.28,4.4748,785.7142857142858,5152.2248243559725,Vente 1,2020-08-07
2020-08-09 11:15:32.957,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.092,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-08-09
2020-08-09 19:28:11.170,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.982,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-08-09
2020-08-10 11:48:36.905,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.082,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-08-10
2020-08-11 09:26:31.998,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.952,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-08-11
2020-08-11 12:34:08.805,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.872,10.0,6.72,15.25,0,3.2800000000000002,2.7798000000000003,488.09523809523813,3200.6245120999224,Vente 1,2020-08-11
2020-08-17 10:42:18.842,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.952,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-08-17
2020-08-19 12:25:05.084,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.752,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-08-19
2020-08-20 09:24:42.936,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.278,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-08-20
2020-08-21 12:03:10.540,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.341,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-08-21
2020-08-23 14:33:42.107,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.381,9.0,6.72,15.25,0,2.2800000000000002,1.9323000000000004,339.28571428571433,2224.824355971897,Vente 1,2020-08-23
2020-08-23 15:04:33.701,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.835,9.0,6.72,15.25,0,2.2800000000000002,1.9323000000000004,339.28571428571433,2224.824355971897,Vente 1,2020-08-23
2020-08-23 15:33:43.293,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.846,9.0,6.72,15.25,0,2.2800000000000002,1.9323000000000004,339.28571428571433,2224.824355971897,Vente 1,2020-08-23
2020-08-24 12:33:35.889,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.128,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-08-24
2020-08-24 15:37:35.420,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.153,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-08-24
2020-08-25 13:35:13.905,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.015,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-08-25
2020-08-25 14:11:17.264,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.877,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-08-25
2020-08-25 18:11:36.951,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.902,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-08-25
2020-08-25 19:21:59.598,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.504,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-08-25
2020-08-27 09:32:46.639,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.927,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-08-27
2020-08-29 18:20:33.092,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.802,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-08-29
2020-08-30 09:17:39.373,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.366,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-08-30
2020-08-31 19:21:05.094,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.99,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-08-31
2020-09-01 09:32:09.389,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.965,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-09-01
2020-09-02 17:20:57.121,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.592,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-09-02
2020-09-03 12:43:29.655,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.781,8.6,6.72,15.25,0,1.88,1.5933,279.76190476190476,1834.504293520687,Vente 1,2020-09-03
2020-09-03 17:21:37.389,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.851,8.6,6.72,15.25,0,1.88,1.5933,279.76190476190476,1834.504293520687,Vente 1,2020-09-03
2020-09-04 15:18:05.748,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.897,8.6,6.72,15.25,0,1.88,1.5933,279.76190476190476,1834.504293520687,Vente 1,2020-09-04
2020-09-04 16:43:42.405,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.828,8.6,6.72,15.25,0,1.88,1.5933,279.76190476190476,1834.504293520687,Vente 1,2020-09-04
2020-09-05 10:57:01.576,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.746,8.6,6.72,15.25,0,1.88,1.5933,279.76190476190476,1834.504293520687,Vente 1,2020-09-05
2020-09-05 14:14:19.701,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.049,8.6,6.72,15.25,0,1.88,1.5933,279.76190476190476,1834.504293520687,Vente 1,2020-09-05
2020-09-06 09:53:36.701,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.88,9.0,6.72,15.25,0,2.2800000000000002,1.9323000000000004,339.28571428571433,2224.824355971897,Vente 1,2020-09-06
2020-09-06 10:55:45.136,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.924,9.0,6.72,15.25,0,2.2800000000000002,1.9323000000000004,339.28571428571433,2224.824355971897,Vente 1,2020-09-06
2020-09-06 11:37:26.862,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.913,9.0,6.72,15.25,0,2.2800000000000002,1.9323000000000004,339.28571428571433,2224.824355971897,Vente 1,2020-09-06
2020-09-06 16:30:25.436,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.147,9.0,6.72,15.25,0,2.2800000000000002,1.9323000000000004,339.28571428571433,2224.824355971897,Vente 1,2020-09-06
2020-09-06 17:13:22.046,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.757,9.0,6.72,15.25,0,2.2800000000000002,1.9323000000000004,339.28571428571433,2224.824355971897,Vente 1,2020-09-06
2020-09-06 17:43:53.671,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.78,9.0,6.72,15.25,0,2.2800000000000002,1.9323000000000004,339.28571428571433,2224.824355971897,Vente 1,2020-09-06
2020-09-07 10:23:22.873,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.824,9.0,6.72,15.25,0,2.2800000000000002,1.9323000000000004,339.28571428571433,2224.824355971897,Vente 1,2020-09-07
2020-09-08 12:55:47.993,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.802,9.0,6.72,15.25,0,2.2800000000000002,1.9323000000000004,339.28571428571433,2224.824355971897,Vente 1,2020-09-08
2020-09-09 15:00:27.170,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,0.991,9.0,6.72,15.25,0,2.2800000000000002,1.9323000000000004,339.28571428571433,2224.824355971897,Vente 1,2020-09-09
2020-09-14 14:49:19.092,1,Yunnan Shengcai,0,Flower/Leaf Vegetables,1.466,8.0,6.72,15.25,0,1.2800000000000002,1.0848000000000002,190.4761904761905,1249.024199843872,Vente 1,2020-09-14
